Brand Name,Price,Rating,Rating Count,Review Count,Ranking,URL
Kwikset,199,4.0,811,811,42,https://www.amazon.com/Kwikset-Contemporary-Fingerprint-featuring-99590-004/dp/B08DYZF1CK/ref=sr_1_86?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-86
Smart,130,4.5,281,281,43,https://www.amazon.com/Smart-WiFi-Front-Door-Lock/dp/B0CMQ2KH3X/ref=sr_1_87?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-87
Kwikset,246,4.1,983,983,44,https://www.amazon.com/Kwikset-Compatible-Touchscreen-Electronic-Contemporary/dp/B0C5JYBBP1/ref=sr_1_88?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-88
Kwikset,149,4.2,704,704,45,https://www.amazon.com/Kwikset-Traditional-Fingerprint-featuring-99590-001/dp/B08DZ89KJQ/ref=sr_1_89?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-89
Veise,100,4.5,89,89,46,https://www.amazon.com/Veise-Deadbolt-Control-Keyless-Electronic/dp/B0CWV1Z61M/ref=sr_1_90?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-90
Smart,100,4.9,46,46,47,https://www.amazon.com/Keyless-Fingerprint-Biometric-Deadbolt-Code-Auto/dp/B0CZLDC81P/ref=sr_1_91?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-91
ULTRALOQ,180,4.1,2514,2514,48,https://www.amazon.com/ULTRALOQ-Keyless-Fingerprint-Control-Deadbolt/dp/B0C61DKKL8/ref=sr_1_92?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-92
Veise,170,4.4,68,68,49,https://www.amazon.com/Veise-Fingerprint-Electronic-Deadbolt-Waterproof/dp/B0CWV11W2R/ref=sr_1_93?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-93
Veise,130,4.4,2298,2298,50,https://www.amazon.com/Veise-Fingerprint-Door-Lever-Handles/dp/B0BMQ8BFFP/ref=sr_1_94?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-94
Smart,78,4.5,545,545,51,https://www.amazon.com/OLUMAT-Keyless-Fingerprint-Keypad-Digital/dp/B0BXP6FBYW/ref=sr_1_95?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-95
Smart,130,4.4,1781,1781,52,https://www.amazon.com/Smart-Locks-WiFi-Deadbolt-Fingerprint/dp/B0CL9PBJ6S/ref=sr_1_96?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.1cS6p9lRNT6emmJLf_qKZyJnXRjlnTKRKA28eL7wqI6vpND1bcbQbYS2BZLAgwaLrQq7ylOBpsvXyXocU7voG-mk0tMLpnIbVZ9KRMicEnJwtvB8rh7YbE5MMv7jPjwQi-8UmN_-QxNJARAJ3-HYDhPm9012qGtZak7Wx9DeLbYlHqV4esW4CVkSZScPc0mw8pgHtOvxlYQyqLR8ZA1NdLr1HNhoAiOknAa_dofr4uugwJ_xboPatWlGmok4hC4CqPu9aTFNSmmmKiBTwFqejmKarbp2vwmzysqrW6Q8UuE.QIoV7KNfM1M9bLDCRoCtkNzK4etNJlIyqk-sA9VuOjg&dib_tag=se&keywords=smart+lock&qid=1725439417&sprefix=smart+lock%2Caps%2C2815&sr=8-96
Not Available,0,0.0,0,0,53,Not Available
Not Available,0,0.0,0,0,54,Not Available
Not Available,0,0.0,0,0,55,Not Available
Not Available,0,0.0,0,0,56,Not Available
Keyless,30,3.4,58,58,3,https://www.amazon.com/Door-Lock-Fingerprint-Electronic-Apartment/dp/B0C9ZVY737/ref=sr_1_97?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-97
Smart,70,4.7,59,59,4,https://www.amazon.com/Fingerprint-Electronic-Deadbolt-Touchscreen-Bluetooth/dp/B0CP3S7SGP/ref=sr_1_98?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-98
Smart,140,4.4,1543,1543,5,https://www.amazon.com/SMONET-Bluetooth-Deadbolt-Fingerprint-Electronic-Monitoring/dp/B08HLFC2WP/ref=sr_1_99?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-99
SCHLAGE,240,4.2,4511,4511,8,https://www.amazon.com/Schlage-Connect-Touchscreen-Deadbolt-SmartThings/dp/B00AGK9KUU/ref=sr_1_100?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-100
WiFi,160,4.6,26,26,9,https://www.amazon.com/LOCTIAN-WiFi-Front-Door-Lock/dp/B0D79158WD/ref=sr_1_101?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-101
Keyless-Entry,120,4.6,50,50,10,https://www.amazon.com/Keyless-Entry-Fingerprint-Deadbolt-Smart-Lock/dp/B0D3XRRWM8/ref=sr_1_102?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-102
SwitchBot,130,4.2,7346,7346,11,https://www.amazon.com/SwitchBot-Electronic-Deadbolt-Existing-Vacation/dp/B0B155T8QM/ref=sr_1_103?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-103
Keyless,70,4.6,91,91,12,https://www.amazon.com/AkaGear-Keyless-Entry-Door-Lock/dp/B0CYC6Z621/ref=sr_1_104?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-104
Keyless,174,4.5,422,422,13,https://www.amazon.com/WiFi-Front-Door-Lock-Set/dp/B0CLD2L9XX/ref=sr_1_105?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-105
Keypad,90,4.2,59,59,14,https://www.amazon.com/Keypad-Deadbolt-Smart-Door-Lock/dp/B0CZ72PB2S/ref=sr_1_106?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-106
Keyless,170,4.3,1860,1860,15,https://www.amazon.com/Nyboer-Fingerprint-Keyless-Electronic-Passcode/dp/B0BPM5FKYW/ref=sr_1_107?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-107
ULTRALOQ,190,4.2,281,281,16,https://www.amazon.com/ULTRALOQ-Latch-Smart-Lock-Built/dp/B0D493XSG1/ref=sr_1_108?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-108
Smart,130,4.3,112,112,17,https://www.amazon.com/Smart-Front-Door-Lock-Knob/dp/B0CNBVH8HT/ref=sr_1_109?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-109
ONERVA™,150,4.9,50,50,18,https://www.amazon.com/ONERVATM-Controlled-Smart-Bluetooth-Modern/dp/B0BXGRD4ZP/ref=sr_1_110?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-110
Keyless,80,4.4,152,152,19,https://www.amazon.com/Keyless-Entry-Door-Lock-Knobs/dp/B0CTFDSZ5B/ref=sr_1_111?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-111
Keypad,60,4.7,40,40,20,https://www.amazon.com/Keypad-Yamiry-Keyless-Digital-Electronic/dp/B0D73J4DZ5/ref=sr_1_112?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-112
August,145,4.4,2779,2779,21,https://www.amazon.com/August-Home-Smart-Connect-Silver/dp/B0BVDKHV7X/ref=sr_1_113?crid=2A0VLCNI653XM&dib=eyJ2IjoiMSJ9.EuHTkUtilf__RSCSHywOdukKhsL88FLBbOB4mJQ3sJBx9JswYdexguiVu6LMNTjtpQN1x9giP0Kl0qBEyAN8fzC3GPyrZdrS0o4lDfIZO7y_pd8gpB361gYR6qC0pSVY59sbmrtaADiykM7XnS3Qde6vuqajNobGxnd9mZInSkQjJI-5eZzVL7_pgA-aMcR3WzBumbzqcT80zzlfLsg8JxaTqYMVrUe90MsAgrOVexvdIrzuCTlG5UAnYLvPkUnHASRcYmhNvYukY8A9zaa7hLZ5_CNd003ed2mJyWtbnKw.U_donn6KFGtLPtKhYHV3kFk5DXAvAan5PiOTc1TXxak&dib_tag=se&keywords=smart+lock&qid=1725439421&sprefix=smart+lock%2Caps%2C2815&sr=8-113
